"Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains","Won 3 Oscars. Another 3 wins & 2 nominations.",,侠盗罗宾汉,USA,,,"Y:\Comedy 喜剧爱情\The Adventures Of Robin Hood 侠盗罗宾汉 1938 8.1 爱情冒险 MiniSD.mkv","Action, Adventure, Romance",tt0029843,,"The Adventures Of Robin Hood",,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.","https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg",7.9,102,,,"The Adventures of Robin Hood",,1938
"Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash","2 wins & 3 nominations.",,报信的人,USA,,,"Y:\Comedy 喜剧爱情\Repo Man 报信的人 1984 6.8 喜剧科幻 SDHF.mkv","Action, Comedy, Crime, Sci-Fi, Thriller",tt0087995,,"Repo Man",,"A young punk recruited by a car repossession agency finds himself in pursuit of a Chevrolet Malibu that is wanted for a $20,000 bounty - and has something otherworldly stashed in its trunk.","https://m.media-amazon.com/images/M/MV5BNzdkMzVhNTgtMjlhNC00M2JkLWI3MzktYzdkNzYxNTk1NjcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg",6.9,92,,,"Repo Man",,1984
"Rudy Youngblood, Dalia Hernández, Jonathan Brewer, Morris Birdyellowhead","Nominated for 3 Oscars. Another 9 wins & 20 nominations.",5.0772724E7,启示录,"USA, Mexico, UK",,,"Y:\Action 动作战争\Apocalypto 启示录 2006 7.9 动作剧情 miniSD.mkv","Action, Adventure, Drama, Thriller",tt0472043,,Apocalypto,,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","https://m.media-amazon.com/images/M/MV5BMzhmNGMzMDMtZDM0Yi00MmVmLWExYjAtZDhjZjcxZDM0MzJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg",7.8,139,,,Apocalypto,,2006
"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore","Nominated for 2 Oscars. Another 8 wins & 5 nominations.",,迷魂记,USA,,,"Y:\Drama 剧情惊悚\Vertigo 迷魂记 1958 8.3 剧情惊悚.mkv","Mystery, Romance, Thriller",tt0052357,,Vertigo,,"A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.","https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg",8.3,128,,,Vertigo,,1958
"Chishû Ryû, Shima Iwashita, Keiji Sada, Mariko Okada","4 wins.",,秋刀鱼之味,Japan,,,"Y:\Drama 剧情惊悚\An Autumn Afternoon 秋刀鱼之味 1962 8.1 日本剧情 SDHF.mkv",Drama,tt0056444,,"An Autumn Afternoon",,"An aging widower arranges a marriage for his only daughter.","https://m.media-amazon.com/images/M/MV5BOWIxY2JkYTgtNjkxYS00NGFmLTgxMGEtOTYxMjBkNWQ2YzgwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg",8.1,113,,,"An Autumn Afternoon",,1962
"Kevin Spacey, Bob Balaban, Ed Begley Jr., Laura Dern","Won 1 Golden Globe. Another 9 wins & 31 nominations.",,选票风波,USA,,,"Y:\Drama 剧情惊悚\Recount 选票风波 2008 7.6 剧情历史 720p.mkv","Drama, History",tt1000771,,Recount,,"A chronicle of the weeks after the 2000 U.S. Presidential election, and the subsequent recounts in Florida.","https://m.media-amazon.com/images/M/MV5BNDMwNDYzOTg4NF5BMl5BanBnXkFtZTcwNzEwNzE3MQ@@._V1_SX300.jpg",7.4,116,,,Recount,,2008
"Joseph Gordon-Levitt, Guillaume Baillargeon, Émilie Leclerc, Mark Trafford","3 wins & 17 nominations.",8064239.0,云中漫步,USA,,,"Y:\Drama 剧情惊悚\The Walk 云中漫步 2015 8.0 剧情传记 SDHF.mkv","Adventure, Biography, Drama",tt3488710,,"The Walk",,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.","https://m.media-amazon.com/images/M/MV5BNTY4MzA4Mzc5Nl5BMl5BanBnXkFtZTgwNDIzMzk5NjE@._V1_SX300.jpg",7.3,123,,,"The Walk",,2015
"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff","Nominated for 1 Oscar. Another 15 wins & 71 nominations.",,,USA,,,"Y:\2020 New\Frozen II 2019 7.1 x265.mkv","Animation, Adventure, Comedy, Family, Fantasy, Musical",tt4520988,,"Frozen II",,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.","https://m.media-amazon.com/images/M/MV5BMjA0YjYyZGMtN2U0Ni00YmY4LWJkZTItYTMyMjY3NGYyMTJkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg",6.9,103,,,"Frozen II",,2019
"Jason Isaacs, Jeremy Sumpter, Rachel Hurd-Wood, Lynn Redgrave","3 wins & 13 nominations.",4.8417848E7,彼得潘2,"UK, Australia, USA, New Zealand",,,"Y:\Animation 动画家庭\Peter Pan 彼得潘2 2003 6.9.mkv","Adventure, Family, Fantasy, Romance",tt0316396,,"Peter Pan",,"The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.","https://m.media-amazon.com/images/M/MV5BMTM0ODI2MzA0NV5BMl5BanBnXkFtZTYwNjUzMzg2._V1_SX300.jpg",6.8,113,,,"Peter Pan",,2003
"Gerard Butler, Tom Wilkinson, Thandie Newton, Mark Strong","1 win & 5 nominations.",5665302.0,摇滚黑帮,"UK, USA, France",,,"Y:\Action 动作战争\RocknRolla 摇滚黑帮 2008 7.2 动作犯罪 SDHF.mkv","Action, Crime, Thriller",tt1032755,,RocknRolla,,"When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob.","https://m.media-amazon.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_SX300.jpg",7.3,114,,,RocknRolla,,2008
"Penélope Cruz, Lluís Homar, Blanca Portillo, José Luis Gómez","Nominated for 1 Golden Globe. Another 9 wins & 44 nominations.",4900000.0,破碎拥抱,Spain,,,"Y:\Comedy 喜剧爱情\Broken Embraces 破碎拥抱 2009 7.2 西班牙剧情爱情 720p.mkv","Drama, Romance, Thriller",tt0913425,,"Broken Embraces",,"Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.","https://m.media-amazon.com/images/M/MV5BYzdhYzIzYTktOTI0Yi00MWUwLTgzNGQtODk3ZDhlYmMxY2I4XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg",7.2,127,,,"Broken Embraces",,2009
"Ken Ogata, Sumiko Sakamoto, Tonpei Hidari, Aki Takejô","9 wins & 8 nominations.",,楢山节考,Japan,,,"Y:\Comedy 喜剧爱情\The Ballad of Narayama 楢山节考 1983 7.7 日本喜剧 SDHF.mkv",Drama,tt0084390,,"The Ballad of Narayama",,"In a poor 19th century rural Japanese village, everyone who reaches the age of 70 has to climb a nearby mountain to die. An old woman is getting close to the cut-off age, and we follow her last days with her family.","https://m.media-amazon.com/images/M/MV5BYzg4NjIxNDktNGU5Yy00MjZhLWE0MzYtOTE1Yjg0NDg5YTZiXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg",7.9,130,,,"The Ballad of Narayama",,1983
"Fionn Whitehead, Damien Bonnard, Aneurin Barnard, Lee Armstrong","Won 3 Oscars. Another 64 wins & 229 nominations.",1.88042176E8,敦刻尔克,"UK, Netherlands, France, USA",,,"Y:\Action 动作战争\Dunkirk 敦刻尔克 2017 8.1 历史战争 SDHFx265.mkv","Action, Drama, History, Thriller, War",tt5013056,,Dunkirk,,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg",7.9,106,,,Dunkirk,,2017
"Russell Crowe, Elizabeth Banks, Michael Buie, Moran Atias","3 nominations.",2.11E7,三日危情,"USA, France",,,"Y:\Drama 剧情惊悚\The Next Three Days 三日危情 2010 7.3 犯罪剧情 SDHF.mkv","Action, Crime, Drama, Romance, Thriller",tt1458175,,"The Next Three Days",,"A married couple's life is turned upside down when the wife is accused of a murder.","https://m.media-amazon.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_SX300.jpg",7.4,133,,,"The Next Three Days",,2010
"Takeshi Kitano, Yusuke Sekiguchi, Kayoko Kishimoto, The Great Gidayû","4 wins & 4 nominations.",,菊次郎的夏天,Japan,,,"Y:\Drama 剧情惊悚\Kikujiro 菊次郎的夏天 1999 7.9 日本剧情喜剧 MiniSD.mkv","Drama, Comedy",tt0199683,,Kikujiro,,"A young, naive boy sets out alone on the road to find his wayward mother. Soon he finds an unlikely protector in a crotchety man and the two have a series of unexpected adventures along the way.","https://m.media-amazon.com/images/M/MV5BM2IyMzNkYzMtMmYzNC00MDFhLTkxN2EtNGNmMmQyMjY3NTg1XkEyXkFqcGdeQXVyOTcyNDU5MDA@._V1_SX300.jpg",7.8,122,,,Kikujiro,,1999
"Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett","1 win & 1 nomination.",,怪物大战外星人,USA,,,"Y:\Animation 动画家庭\Monsters vs Aliens 怪物大战外星人 2009 6.9.mkv","Animation, Short, Comedy, Family, Fantasy, Sci-Fi",tt1482967,,"Monsters vs Aliens",,"Susan Murphy (a.k.a. Ginormica) and the Monsters are now working with the U.S. Government as special ops. So when an alien presence is detected in Susan's hometown of Modesto, California, ...","https://m.media-amazon.com/images/M/MV5BMjQ5YjI4MTgtMDdiYi00ZTNlLTkwZTQtMjA3NDhiOWVjZjQ2XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg",6.4,30,,,"Monsters vs Aliens: Mutant Pumpkins from Outer Space",,2009
"Steve Carell, Keira Knightley, Adam Brody, Connie Britton","3 nominations.",7100000.0,末日情缘,USA,,,"Y:\Comedy 喜剧爱情\Seeking a Friend for the End of the World 末日情缘 2012 6.9 喜剧爱情 SDHF.mkv","Adventure, Comedy, Drama, Romance, Sci-Fi",tt1307068,,"Seeking a Friend for the End of the World",,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.","https://m.media-amazon.com/images/M/MV5BMTk4MDQ1NzE3N15BMl5BanBnXkFtZTcwMjA0MDkzNw@@._V1_SX300.jpg",6.7,101,,,"Seeking a Friend for the End of the World",,2012
"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost","Nominated for 1 Oscar. Another 22 wins & 62 nominations.",7.53E7,丁丁历险记,"USA, New Zealand, UK",,,"Y:\Animation 动画家庭\The Adventures of Tintin 丁丁历险记 2011 7.6.mkv","Animation, Action, Adventure, Family, Mystery",tt0983193,,"The Adventures of Tintin",,"Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.","https://m.media-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg",7.3,107,,,"The Adventures of Tintin",,2011
"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard","Nominated for 2 Golden Globes. Another 12 wins & 26 nominations.",3.500512E7,抗癌的我,USA,,,"Y:\Comedy 喜剧爱情\50 50 抗癌的我 2011 8.0 喜剧剧情 MiniSD.mkv","Comedy, Drama, Romance",tt1306980,,50,,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.","https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg",7.6,100,,,50/50,,2011
"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins","18 nominations.",,,USA,,,"Y:\Action 动作战争\Ant-Man and the Wasp 2018 7.1 x265.mp4","Action, Adventure, Comedy, Sci-Fi",tt5095030,,"Ant-Man and the Wasp",,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.","https://m.media-amazon.com/images/M/MV5BYjcyYTk0N2YtMzc4ZC00Y2E0LWFkNDgtNjE1MzZmMGE1YjY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg",7.1,118,,,"Ant-Man and the Wasp",,2018
"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden","Nominated for 1 Oscar. Another 12 wins & 41 nominations.",2.001E8,超人归来,USA,,,"Y:\Action 动作战争\Superman Returns 超人归来 2006 6.6 动作冒险 SDHF cn.mkv","Action, Sci-Fi",tt0348150,,"Superman Returns",,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.","https://m.media-amazon.com/images/M/MV5BNzY2ZDQ2MTctYzlhOC00MWJhLTgxMmItMDgzNDQwMDdhOWI2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg",6.0,154,,,"Superman Returns",,2006
"Herman Bing, Billy Bletcher, Edward Brophy, Hall Johnson Choir","Won 1 Oscar. Another 4 wins & 1 nomination.",,小飞象,USA,,,"Y:\Animation 动画家庭\Dumbo 小飞象 1941 8.0.mkv","Animation, Drama, Family, Musical",tt0033563,,Dumbo,,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.","https://m.media-amazon.com/images/M/MV5BNWVmNWQ2OTQtNzJlNC00ZmQwLTg4ZTktZTNmM2IxZTlkOGM3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg",7.2,64,,,Dumbo,,1941
"Yolande Moreau, Ulrich Tukur, Anne Bennent, Geneviève Mnich","20 wins & 7 nominations.",557682.0,花落花开,"France, Belgium",,,"Y:\Drama 剧情惊悚\Séraphine 花落花开 2008 7.3 法国剧情战争 MiniSD.mkv","Biography, Drama",tt1048171,,Séraphine,,"Based on the life of French painter Séraphine de Senlis.","https://m.media-amazon.com/images/M/MV5BMTg3MzAxMjc0NF5BMl5BanBnXkFtZTcwMjEyODU1Mg@@._V1_SX300.jpg",7.4,125,,,Seraphine,,2008
"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon","Nominated for 1 Oscar. Another 2 wins & 1 nomination.",,巴比笼,"France, USA",,,"Y:\Drama 剧情惊悚\Papillon 巴比笼 1973 8.0 冒险传记 720p.mkv","Biography, Crime, Drama",tt0070511,,Papillon,,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.","https://m.media-amazon.com/images/M/MV5BZGRjZjQ0NzAtYmZlNS00Zjc1LTk1YWItMDY5YzQxMzA4MTAzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg",8.0,151,,,Papillon,,1973
"Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin","Nominated for 2 Oscars. Another 13 wins & 35 nominations.",1.30127616E8,美国黑帮加长版,"USA, UK",,,"Y:\Drama 剧情惊悚\American Gangster 美国黑帮加长版 2007 8.0 miniSD.mkv","Biography, Crime, Drama, Thriller",tt0765429,,"American Gangster",,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.","https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_SX300.jpg",7.8,157,,,"American Gangster",,2007
"Belén Rueda, Fernando Cayo, Roger Príncep, Mabel Rivera","32 wins & 42 nominations.",6905218.0,灵异孤儿院,Spain,,,"Y:\Drama 剧情惊悚\The Orphanage 灵异孤儿院 2007 7.8 墨西哥剧情恐怖 iNT.mkv","Drama, Horror, Mystery, Thriller",tt0464141,,"The Orphanage",,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend.","https://m.media-amazon.com/images/M/MV5BYjJiMjE1ODUtOWEwOS00N2YyLWE4YmQtOWNmZTA2Y2I4OWVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg",7.4,105,,,"The Orphanage",,2007
"Gérard Depardieu, Anne Brochet, Vincent Perez, Jacques Weber","Won 1 Oscar. Another 30 wins & 28 nominations.",,大鼻子情圣,France,,,"Y:\Comedy 喜剧爱情\Cyrano de Bergerac 大鼻子情圣 1990 7.6 法国喜剧爱情 SDHF.mkv","Comedy, Drama, History, Romance",tt0099334,,"Cyrano de Bergerac",,"Embarrassed by his large nose, a romantic poet/soldier romances his cousin by proxy.","https://m.media-amazon.com/images/M/MV5BMTk1MTI5ODc3Nl5BMl5BanBnXkFtZTcwNjkyNDYyMQ@@._V1_SX300.jpg",7.5,137,,,"Cyrano de Bergerac",,1990
"Edward Hogg, Simon Farnaby, Verónica Echegui, Richard Ayoade","1 win & 2 nominations.",,兔子和公牛,UK,,,"Y:\Comedy 喜剧爱情\Bunny And The Bull 兔子和公牛 2009 7.1 喜剧 MiniSD.mkv","Comedy, Drama",tt1251725,,"Bunny And The Bull",,"A young shut-in takes an imaginary road trip inside his apartment, based on mementos and memories of a European trek from years before.","https://m.media-amazon.com/images/M/MV5BNDM0ODVhNTItNDYyZC00ZjU5LTgxNTMtZmY2MjJkOTU2MTcxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg",6.7,101,,,"Bunny and the Bull",,2009
"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson","3 wins & 9 nominations.",1.8472384E7,时空恋旅人,UK,,,"Y:\Comedy 喜剧爱情\About Time 时空恋旅人 2013 7.8 喜剧科幻 SDHF.mkv","Comedy, Drama, Fantasy, Romance, Sci-Fi",tt2194499,,"About Time",,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.","https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg",7.8,123,,,"About Time",,2013
"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges","Nominated for 5 Oscars. Another 120 wins & 220 nominations.",4.8285328E7,博得小姐,USA,,,"Y:\Comedy 喜剧爱情\Lady Bird 博得小姐 2017 7.6 喜剧剧情 x265.mkv","Comedy, Drama",tt4925292,,"Lady Bird",,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.","https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg",7.4,94,,,"Lady Bird",,2017
"Joan Lunden, Eric Haberman, Aaron Eckhart, Mary Jo Smith","Nominated for 2 Golden Globes. Another 12 wins & 30 nominations.",2.48E7,感谢你抽烟,USA,,,"Y:\Comedy 喜剧爱情\Thank You for Smoking 感谢你抽烟 2005 7.8 喜剧 720p.mkv","Comedy, Drama",tt0427944,,"Thank You for Smoking",,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his twelve-year-old son.","https://m.media-amazon.com/images/M/MV5BMTI2MDk5MjE4NV5BMl5BanBnXkFtZTYwMjkwNTU3._V1_SX300.jpg",7.6,92,,,"Thank You for Smoking",,2005
"Bill Murray, Julie Delpy, Heather Simms, Brea Frazier","5 wins & 14 nominations.",1.3578173E7,破碎之花,"France, USA",,,"Y:\Comedy 喜剧爱情\Broken Flowers 破碎之花 2005 7.2 喜剧 SDHF.mkv","Comedy, Drama, Mystery, Romance",tt0412019,,"Broken Flowers",,"As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers.","https://m.media-amazon.com/images/M/MV5BMTQ4OTk1MTYxM15BMl5BanBnXkFtZTcwMTYwNjAzMQ@@._V1_SX300.jpg",7.2,106,,,"Broken Flowers",,2005
